CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Current Police Districts,DELETE - Zip Codes,DELETE - Police Districts,DELETE - Neighborhoods,DELETE - Neighborhoods_from_fyvs_ahh9,DELETE - 2017 Fix It Zones,DELETE - SF Find Neighborhoods,Civic Center Harm Reduction Project Boundary,DELETE - Current Supervisor Districts,Fix It Zones as of 2017-11-06 ,Invest In Neighborhoods (IIN) Areas,DELETE - HSOC Zones,Fix It Zones as of 2018-02-07,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,HSOC Zones as of 2018-06-05,OWED Public Spaces,Parks Alliance CPSI (27+TL sites),Neighborhoods
12650905,07/15/2020 01:19:11 AM,07/15/2020 09:17:00 AM,07/15/2020 09:17:00 AM,Closed,"Case is a Duplicate - To track, visit http://dbiweb.sfgov.org/dbipts/ and search by Complaint Number. See Complaint #202034001 or call (415) 558-6570.",DBI Inspection Services Queue,Noise Report,construction_private_property,Noise Report - construction_private_property,"38 OTIS ST, SAN FRANCISCO, CA, 94103",OTIS ST,6,South of Market,SOUTHERN,37.772917,-122.419395,"(37.772917, -122.419395)",Mobile/Open311,,32,1,10,20,9,8,2,28853,2,19,19,,32,1,10,,,1,,,1,2,1,1,,,32
10493576,02/15/2019 11:42:00 AM,06/03/2020 08:30:56 PM,06/03/2020 08:30:56 PM,Closed,Administrative Closure - Administrative closure by Public Works,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,Intersection of POWELL ST and MARKET ST,POWELL ST,6,South of Market,TENDERLOIN,37.784561157227,-122.407333374023,"(37.78456116, -122.40733337)",Phone,,32,5,10,34,9,12,2,28853,2,34,34,17,32,,10,18,,,18,5,,2,,,35,,32
12650901,07/15/2020 12:53:00 AM,07/15/2020 04:39:14 AM,07/15/2020 04:39:14 AM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,Intersection of JACKSON ST and POWELL ST,JACKSON ST,3,Nob Hill,CENTRAL,37.795616149902,-122.409896850586,"(37.79561615, -122.40989685)",Integrated Agency,,104,6,3,6,10,3,1,28857,1,4,4,5,104,,3,5,,,5,,,2,,,,,104
12650899,07/15/2020 12:48:00 AM,09/06/2020 10:47:00 AM,09/06/2020 10:47:00 AM,Closed,Case Resolved,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,Intersection of HOLLADAY AVE and WRIGHT ST,HOLLADAY AVE,9,Peralta Heights,INGLESIDE,37.747367858887,-122.405097961426,"(37.74736786, -122.40509796)",Phone,,60,9,2,2,7,2,4,28859,7,2,2,,60,,2,,,,,,,1,,,,,60
12830554,08/28/2020 09:29:05 AM,,08/28/2020 09:32:30 AM,Open,accepted,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"430 MAIN ST, SAN FRANCISCO, CA, 94105",MAIN ST,6,Rincon Hill,SOUTHERN,37.7878608,-122.390038,"(37.7878608, -122.390038)",Mobile/Open311,http://mobile311.sfgov.org/reports/12830554/photos,30,1,10,8,9,6,2,28855,2,6,6,,30,,10,,,,,,,1,,,,,30
12830556,08/28/2020 09:29:00 AM,08/28/2020 06:33:03 PM,08/28/2020 06:33:03 PM,Closed,"Case Resolved - Thank you for your report. During the shelter-in-place, Graffiti Inspection Requests on Private Property are not considered an essential function. As a result, we will defer this inspection until the shelter-in-place has been lifted. Thank you for your understanding and your partnership in keeping San Francisco clean and beautiful. Please take care during this public health emergency. ",DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Not_Offensive,"1540 MARKET ST, SAN FRANCISCO, CA, 94102",MARKET ST,5,Civic Center,SOUTHERN,37.774883270264,-122.419921875,"(37.77488327, -122.41992188)",Phone,,21,4,11,9,11,7,6,28852,9,10,10,,21,1,11,,,1,,8,1,1,1,1,,,21
12310166,04/10/2020 10:34:45 AM,04/11/2020 10:52:00 AM,04/11/2020 10:52:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"520 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,6,South of Market,TENDERLOIN,37.781117962585,-122.409575131795,"(37.78111796, -122.40957513)",Mobile/Open311,http://mobile311.sfgov.org/reports/12310166/photos,32,5,10,34,9,14,2,28853,2,34,34,,32,1,10,,,1,,7,1,2,1,1,,,32
12830557,08/28/2020 09:29:22 AM,,08/28/2020 09:35:13 AM,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"6423 GEARY BLVD, SAN FRANCISCO, CA, 94121",GEARY BLVD,1,Outer Richmond,RICHMOND,37.779616,-122.488371,"(37.779616, -122.488371)",Web,,8,8,4,29,2,11,9,55,6,26,26,,8,,4,,,,,,,1,,,,,8
12310171,04/10/2020 10:35:00 AM,04/11/2020 07:55:00 AM,04/11/2020 07:55:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of BOUTWELL ST and INDUSTRIAL ST,BOUTWELL ST,10,Apparel City,BAYVIEW,37.73832321167,-122.405647277832,"(37.73832321, -122.40564728)",Phone,,82,2,9,1,8,10,3,58,3,1,1,,82,,9,,,,,,,1,,,,,82
12830559,08/28/2020 09:29:49 AM,08/28/2020 12:57:09 PM,08/28/2020 12:57:09 PM,Closed,Case Resolved - Pickup completed.,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"645 BAKER ST, SAN FRANCISCO, CA, 94117",BAKER ST,5,Western Addition,PARK,37.7772103,-122.4419555,"(37.7772103, -122.4419555)",Web,,97,7,11,18,11,15,8,29492,5,16,16,,97,,11,,,,,,,1,,,,,97
12310203,04/10/2020 10:40:00 AM,04/11/2020 08:04:00 AM,04/11/2020 08:04:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of CHARTER OAK AVE and INDUSTRIAL ST,CHARTER OAK AVE,10,Apparel City,BAYVIEW,37.738498687744,-122.405029296875,"(37.73849869, -122.4050293)",Phone,,82,2,9,1,8,10,3,58,3,1,1,,82,,9,,,,,,,1,,,,,82
12310204,04/10/2020 10:40:00 AM,04/11/2020 09:28:00 AM,04/11/2020 09:28:00 AM,Closed,Case Resolved - Reported to GGNRA via email.,311 Supervisor Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"2645 EL CAMINO DEL MAR, SAN FRANCISCO, CA, 94121",EL CAMINO DEL MAR,1,Lincoln Park / Ft. Miley,RICHMOND,37.77888,-122.51083333,"(37.77888, -122.51083333)",Mobile/Open311,http://mobile311.sfgov.org/reports/12310204/photos,6,,4,29,2,11,9,55,6,26,26,,6,,4,,,,,,,1,,,,,6
11846313,12/21/2019 12:05:38 PM,12/21/2019 03:47:47 PM,12/21/2019 03:47:47 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"1640 FULTON ST, SAN FRANCISCO, CA, 94117",FULTON ST,5,Western Addition,PARK,37.776132356411,-122.4438388088,"(37.77613236, -122.44383881)",Mobile/Open311,,24,7,11,18,11,15,8,29492,5,16,16,,24,,11,,,,,,,1,,,,,24
10778354,04/25/2019 05:12:00 PM,06/04/2020 05:30:50 PM,06/04/2020 05:30:50 PM,Closed,Administrative Closure - Administrative closure by Public Works,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"79 CLEMENTINA ST, SAN FRANCISCO, CA, 94105",CLEMENTINA ST,6,South of Market,SOUTHERN,37.786095794257,-122.396732003088,"(37.78609579, -122.396732)",Mobile/Open311,http://mobile311.sfgov.org/reports/10778354/photos,32,1,10,8,9,6,2,28855,2,6,6,,32,,10,,,,,3,,1,,,,,32
9604459,09/29/2018 12:35:00 PM,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,Closed,"Case Resolved - 10.4.18: Contacted Maj Skouti with Mission Construction and asked him to clean up entire work site. I he will follow up with me when complete..mb
10.5.18: I uploaded current photos and pointed out concerns and issues with Hector (foreman)..mb - 1.28.2020: Ok to close issue was resolved. Uploaded photos..mb",DPW - Bureau of Street Use and Mapping - G,General Request - PUBLIC WORKS,complaint,bsm - complaint,Intersection of 29TH ST and CASTRO ST,29TH ST,8,Noe Valley,INGLESIDE,37.743297576904,-122.433319091797,"(37.74329758, -122.43331909)",Phone,,84,9,5,22,5,2,4,63,7,22,22,,84,,5,,,,,,,1,,,,,84
9573733,09/21/2018 09:54:00 PM,01/21/2020 12:00:00 AM,01/21/2020 12:00:00 AM,Closed,Case Resolved - 9/26/18 per inspection conditions found missing SVC -  NTR: 1140559,DPW BSM Queue,Sidewalk or Curb,Missing_Side_Sewer_Vent_Cover,Missing_Side_Sewer_Vent_Cover,"2739 TAYLOR ST, SAN FRANCISCO, CA, 94133",TAYLOR ST,3,Fisherman's Wharf,CENTRAL,37.807636260986,-122.415756225586,"(37.80763626, -122.41575623)",Phone,,99,6,3,23,10,5,1,308,1,23,23,,99,,3,,,,,2,,2,,,,,99
9413328,08/16/2018 06:20:57 PM,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,Closed,"Case Resolved - root damaged sidewalk and damaged concrete curb  -  X1104: 1136508 cement
X1104: 1136509 trees
ASAPX1104 # 1147213, ASAP Trees",DPW BSM Queue,Sidewalk or Curb,Curb_or_Curb_Ramp_Defect,Curb_or_Curb_Ramp_Defect,"2034 GREENWICH ST, SAN FRANCISCO, CA, 94123",GREENWICH ST,2,Union Street,NORTHERN,37.79933357159,-122.433243304761,"(37.79933357, -122.4332433)",Mobile/Open311,http://mobile311.sfgov.org/reports/9413328/photos,15,4,6,13,1,13,6,57,9,17,17,,15,,6,,,,,,,1,,,,,15
9394881,08/13/2018 08:25:19 AM,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,Closed,"Case Resolved - Douglass St: root damaged sidewalk
duplicate see RFA 21417925 -  X1104: 1136739",DPW BSM Queue,Sidewalk or Curb,Sidewalk_Defect,Collapsed_sidewalk,Intersection of 27TH ST and DOUGLASS ST,27TH ST,8,Diamond Heights,MISSION,37.7462353,-122.438036,"(37.7462353, -122.438036)",Web,,57,3,5,22,5,2,7,63,4,22,22,,57,,5,,,,,,,1,,,,,57
9095299,06/05/2018 09:39:00 AM,01/21/2020 08:40:02 AM,01/21/2020 08:40:02 AM,Closed,Case Resolved - The sign shop has completed and closed this request.,DPT SignShop Queue,General Request - MTA,followup_request,traffic_engineering - followup_request,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Web,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12310225,04/10/2020 10:45:00 AM,04/11/2020 07:48:00 AM,04/11/2020 07:48:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"700 FRANKLIN ST, SAN FRANCISCO, CA, 94102",FRANKLIN ST,5,Cathedral Hill,NORTHERN,37.780910070467,-122.422025551988,"(37.78091007, -122.42202555)",Mobile/Open311,,100,4,11,39,11,7,6,28852,9,41,41,,100,1,11,,,1,,8,,2,,1,,,100
13006787,10/10/2020 12:37:07 PM,10/12/2020 05:51:59 AM,10/12/2020 05:51:59 AM,Closed,Case Resolved - Pickup completed,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"989 POST ST, SAN FRANCISCO, CA, 94109",POST ST,6,Lower Nob Hill,CENTRAL,37.787011452307,-122.417963645486,"(37.78701145, -122.41796365)",Mobile/Open311,http://mobile311.sfgov.org/reports/13006787/photos,50,6,10,36,9,13,1,28858,1,36,36,,50,,10,,,,,,,2,,,,,50
12310236,04/10/2020 10:46:00 AM,04/11/2020 08:46:00 AM,04/11/2020 08:46:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1996 MCALLISTER ST, SAN FRANCISCO, CA, 94115",MCALLISTER ST,5,Western Addition,PARK,37.777067868591,-122.4448722994,"(37.77706787, -122.4448723)",Mobile/Open311,http://mobile311.sfgov.org/reports/12310236/photos,97,7,11,18,11,15,8,29490,5,16,16,,97,,11,,,,,,,1,,,,,97
12830572,08/28/2020 09:32:00 AM,08/28/2020 03:26:02 PM,08/28/2020 03:26:02 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"4434 MISSION ST, SAN FRANCISCO, CA, 94112",MISSION ST,11,Mission Terrace,INGLESIDE,37.726806640625,-122.433380126953,"(37.72680664, -122.43338013)",Phone,,94,9,1,28,6,9,4,28861,7,25,25,,94,,1,,3,,4,,,1,,,,,94
12650923,07/15/2020 01:46:48 AM,07/29/2020 09:31:01 PM,07/29/2020 09:31:01 PM,Closed,Case Resolved - Per process - cases are closed 10 days after assignment.,Clear Channel - Transit Queue,Graffiti,Graffiti on Transit_Shelter_Platform,Transit_Shelter_Platform - Not_Offensive,"1110 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,6,South of Market,SOUTHERN,37.779082,-122.411451,"(37.779082, -122.411451)",Mobile/Open311,http://mobile311.sfgov.org/reports/12650923/photos,32,5,10,34,9,8,2,28853,2,34,34,24,32,1,10,6,14,1,6,7,1,2,1,1,,,32
11615846,10/29/2019 07:51:00 AM,10/31/2019 07:05:00 AM,10/31/2019 07:05:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"256 SHIPLEY ST, SAN FRANCISCO, CA, 94107",SHIPLEY ST,6,South of Market,SOUTHERN,37.77886977182,-122.404079177871,"(37.77886977, -122.40407918)",Mobile/Open311,http://mobile311.sfgov.org/reports/11615846/photos,32,1,10,34,9,14,2,28856,2,34,34,,32,,10,,,,,,,2,,,,,32
10475909,02/11/2019 01:47:00 PM,06/03/2020 08:30:54 PM,06/03/2020 08:30:54 PM,Closed,Administrative Closure - Administrative closure by Public Works,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"1303 MINNA ST, SAN FRANCISCO, CA, 94103",MINNA ST,9,Mission,MISSION,37.768165588379,-122.41911315918,"(37.76816559, -122.41911316)",Phone,,53,3,2,20,7,8,7,28853,4,19,19,12,53,1,2,14,,3,14,,,2,,3,,,53
12650942,07/15/2020 03:05:08 AM,,07/15/2020 03:05:51 AM,Open,open,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of CENTRAL AVE and FULTON ST,CENTRAL AVE,5,Western Addition,PARK,37.77604314,-122.44476702,"(37.77604314, -122.44476702)",Mobile/Open311,http://mobile311.sfgov.org/reports/12650942/photos,97,7,11,18,11,15,8,29492,5,16,16,,97,,11,,,,,,,1,,,,,97
12650922,07/15/2020 01:45:36 AM,07/29/2020 09:31:01 PM,07/29/2020 09:31:01 PM,Closed,Case Resolved - Per process - cases are closed 10 days after assignment.,Clear Channel - Transit Queue,Graffiti,Graffiti on Transit_Shelter_Platform,Transit_Shelter_Platform - Not_Offensive,"1126 MISSION ST, SAN FRANCISCO, CA, 94103",MISSION ST,6,South of Market,SOUTHERN,37.77901,-122.411602,"(37.77901, -122.411602)",Mobile/Open311,http://mobile311.sfgov.org/reports/12650922/photos,32,5,10,34,9,8,2,28853,2,34,34,24,32,1,10,6,14,1,6,7,1,2,1,1,,,32
12169779,03/03/2020 05:41:00 PM,04/08/2020 08:13:28 AM,04/08/2020 08:13:28 AM,Closed,"Outreach provided per accordance to CDC Covid-19 guidelines. Visit SF.GOV for more info.
Advised of SD and spacing",Duplicate Case Hold Queue,Encampments,Encampment Reports,Encampment Cleanup,"620 EDDY ST, SAN FRANCISCO, CA, 94109",EDDY ST,6,Tenderloin,TENDERLOIN,37.783359527588,-122.418045043945,"(37.78335953, -122.41804504)",Phone,,20,5,10,36,9,7,6,28858,9,36,36,,20,1,10,,,,,6,1,2,1,,,,20
12169774,03/03/2020 05:40:13 PM,03/07/2020 06:23:07 AM,03/07/2020 06:23:07 AM,Closed,"Encampment Removed
Encampment Cleared from sidewalk.",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"442 TEHAMA ST, SAN FRANCISCO, CA, 94103",TEHAMA ST,6,South of Market,SOUTHERN,37.780290192538,-122.405470635085,"(37.78029019, -122.40547064)",Mobile/Open311,http://mobile311.sfgov.org/reports/12169774/photos,32,1,10,34,9,14,2,28853,2,34,34,,32,1,10,,,,,7,,2,,,,,32
11846352,12/21/2019 12:10:00 PM,04/25/2020 09:03:50 AM,04/25/2020 09:03:50 AM,Closed,Encampment Removed,HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"701 BAY SHORE BLVD, SAN FRANCISCO, CA, 94124",BAY SHORE BLVD,10,Apparel City,BAYVIEW,37.736106,-122.406295,"(37.736106, -122.406295)",Mobile/Open311,,82,2,9,1,8,10,3,58,3,1,1,,82,,9,,,,,,,2,,,,,82
12830581,08/28/2020 09:33:00 AM,08/28/2020 12:34:00 PM,08/28/2020 12:34:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"3921 24TH ST, SAN FRANCISCO, CA, 94114",24TH ST,8,Noe Valley,MISSION,37.751416605962,-122.430233768983,"(37.75141661, -122.43023377)",Mobile/Open311,http://mobile311.sfgov.org/reports/12830581/photos,84,3,5,22,5,2,7,28862,4,22,22,,84,,5,,9,,,12,,1,,,,,84
12310301,04/10/2020 10:59:52 AM,04/11/2020 10:30:09 AM,04/11/2020 10:30:09 AM,Closed,"Encampment Removed
Dpw responded and cleaned area, adv subjects to keep area cleaner and issued more bags. Adv possible kezar stadium project per mayor's office",HSOC Queue,Encampments,Encampment Reports,Encampment Cleanup,"822 48TH AVE, SAN FRANCISCO, CA, 94121",48TH AVE,1,Outer Richmond,RICHMOND,37.772826300838,-122.508850949738,"(37.7728263, -122.50885095)",Web,http://mobile311.sfgov.org/reports/12310301/photos,8,8,4,29,2,11,9,55,6,26,26,,8,,4,,,,,,,1,,,,,8
13006839,10/10/2020 12:50:00 PM,10/12/2020 10:27:43 AM,10/12/2020 10:27:43 AM,Closed,Case Resolved - Pickup completed,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,Intersection of ANZA ST and 14TH AVE,ANZA ST,1,Inner Richmond,RICHMOND,37.778705596924,-122.472709655762,"(37.7787056, -122.47270966)",Phone,,5,8,4,29,2,11,9,54,6,26,26,,5,,4,,,,,,,1,,,,,5
12310323,04/10/2020 11:03:50 AM,04/11/2020 01:54:00 PM,04/11/2020 01:54:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"570 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,6,South of Market,TENDERLOIN,37.780817765886,-122.410122421787,"(37.78081777, -122.41012242)",Mobile/Open311,http://mobile311.sfgov.org/reports/12310323/photos,32,5,10,34,9,14,2,28853,2,34,34,,32,1,10,,14,1,,7,1,2,1,1,,,32
12310324,04/10/2020 11:04:00 AM,04/11/2020 10:52:00 AM,04/11/2020 10:52:00 AM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"536 JESSIE ST, SAN FRANCISCO, CA, 94103",JESSIE ST,6,South of Market,TENDERLOIN,37.781019972789,-122.409886700181,"(37.78101997, -122.4098867)",Mobile/Open311,http://mobile311.sfgov.org/reports/12310324/photos,32,5,10,34,9,14,2,28853,2,34,34,,32,1,10,,14,1,,7,1,2,1,1,,,32
12830590,08/28/2020 09:34:59 AM,08/28/2020 10:39:19 AM,08/28/2020 10:39:19 AM,Closed,Case Resolved - Pickup completed.,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2097 SUTTER ST, SAN FRANCISCO, CA, 94115 (Virtual)",SUTTER ST,5,Lower Pacific Heights,NORTHERN,37.785876737943,-122.434754250685,"(37.78587674, -122.43475425)",Mobile/Open311,http://mobile311.sfgov.org/reports/12830590/photos,103,4,11,15,11,13,6,29490,9,13,13,,103,,11,,,,,,,2,,,,,103
12830591,08/28/2020 09:35:00 AM,08/28/2020 11:23:53 AM,08/28/2020 11:23:53 AM,Closed,Case Resolved - Officer responded to request under CAD # 202410854. Unable to Locate.,Parking Enforcement Dispatch Queue,Parking Enforcement,Blocking_Driveway_Cite_Only,black  - subaru  crosstrack - 8GBU836,"87 BUENA VISTA TER, SAN FRANCISCO, CA, 94117",BUENA VISTA TER,8,Buena Vista,PARK,37.76744608,-122.43807775,"(37.76744608, -122.43807775)",Phone,,112,7,5,5,5,15,8,29492,5,3,3,,112,,5,,,,,,,1,,,,,112
12830588,08/28/2020 09:34:00 AM,09/26/2020 05:09:53 AM,09/26/2020 05:09:53 AM,Closed,Unable to Locate,Duplicate Case Hold Queue,General Request - PUBLIC WORKS,complaint,bsm - complaint,"52 LANGTON ST, SAN FRANCISCO, CA, 94103",LANGTON ST,6,South of Market,SOUTHERN,37.776829778683,-122.409045090389,"(37.77682978, -122.40904509)",Mobile/Open311,http://mobile311.sfgov.org/reports/12830588/photos,32,1,10,34,9,8,2,28853,2,34,34,24,32,1,10,6,,1,6,,,2,,1,,,32
12310394,04/10/2020 11:18:00 AM,04/11/2020 06:44:44 AM,04/11/2020 06:44:44 AM,Closed,Case Resolved - PRIVATE PROPERTY                                  .,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,Intersection of BACON ST and BAY SHORE BLVD,BACON ST,10,Portola,BAYVIEW,37.728103637695,-122.402206420898,"(37.72810364, -122.40220642)",Integrated Agency,,87,2,9,1,8,10,3,58,3,1,1,,87,,9,,,,,,,2,,,,,87
11615879,10/29/2019 07:55:00 AM,11/13/2019 09:30:32 PM,11/13/2019 09:30:32 PM,Closed,Case Resolved - Per process - cases are closed 10 days after assignment.,Clear Channel - Transit Queue,Street and Sidewalk Cleaning,Transit_shelter_platform,Transit_shelter_platform,Intersection of MISSION ST and 2ND ST,MISSION ST,6,Financial District,SOUTHERN,37.788005828857,-122.399795532227,"(37.78800583, -122.39979553)",Phone,,32,1,10,8,9,12,2,28855,2,6,6,,32,,10,,,,,3,,1,,,,,32
12650955,07/15/2020 04:03:08 AM,07/15/2020 03:22:17 PM,07/15/2020 03:22:17 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"3467 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Bernal Heights,INGLESIDE,37.7413438,-122.4224918,"(37.7413438, -122.4224918)",Web,,83,9,2,2,7,2,4,28859,7,2,2,,83,,2,,,,,,,1,,,,,83
12650954,07/15/2020 04:02:13 AM,07/15/2020 05:40:28 PM,07/15/2020 05:40:28 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,"3231 TARAVAL ST, SAN FRANCISCO, CA, 94116",TARAVAL ST,4,Outer Sunset,TARAVAL,37.741783,-122.500939,"(37.741783, -122.500939)",Mobile/Open311,http://mobile311.sfgov.org/reports/12650954/photos,39,10,7,35,3,1,5,29491,8,35,35,,39,,7,,8,,,,,1,,,,,39
13006812,10/10/2020 12:44:00 PM,,10/19/2020 09:37:06 AM,Open,open,PUC Streetlights Queue,Streetlights,Streetlight - Light_Burnt_Out,Light_Burnt_Out on Unknown Pole,Intersection of KEARNY ST and UNION ST,KEARNY ST,3,Telegraph Hill,CENTRAL,37.800834655762,-122.406021118164,"(37.80083466, -122.40602112)",Phone,,18,6,3,23,10,3,1,308,1,23,23,21,18,,3,23,,,23,,,1,,,,,18
12169794,03/03/2020 05:44:00 PM,03/10/2020 06:20:00 AM,03/10/2020 06:20:00 AM,Closed,DPT Abandoned Vehicles- Gone on Arrival - 03/09/2020  @1329 HRS #168,DPT Abandoned Vehicles Work Queue,Abandoned Vehicle,Abandoned Vehicle - Car4door,black - Chevy - Impala - 6WUX484,"83 OTSEGO AVE, SAN FRANCISCO, CA, 94112",OTSEGO AVE,11,Mission Terrace,INGLESIDE,37.726139068604,-122.439346313477,"(37.72613907, -122.43934631)",Phone,,94,9,1,28,6,9,4,28861,7,25,25,,94,,1,,,,,,,1,,,,,94
12830601,08/28/2020 09:36:00 AM,08/28/2020 04:56:00 PM,08/28/2020 04:56:00 PM,Closed,"Accepted - DPH Environmental Health, Healthy Housing will investigate complaint. 415-252-3805",DPH - Environmental Health - G,General Request - DPH,request_for_service,environmental_health - request_for_service,"78 JENNINGS CT, SAN FRANCISCO, CA, 94124",JENNINGS CT,10,Bret Harte,BAYVIEW,37.717185974121,-122.396980285645,"(37.71718597, -122.39698029)",Phone,,88,2,9,1,8,10,3,58,3,1,1,,88,,9,,,,,,,1,,,,,88
12830606,08/28/2020 09:36:54 AM,08/28/2020 02:18:21 PM,08/28/2020 02:18:21 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"135 LELAND AVE, SAN FRANCISCO, CA, 94134",LELAND AVE,10,Visitacion Valley,INGLESIDE,37.712185392191,-122.406286960582,"(37.71218539, -122.40628696)",Mobile/Open311,http://mobile311.sfgov.org/reports/12830606/photos,75,9,9,40,8,9,4,309,7,39,39,,75,,9,,,,,,,2,,,,,75
12830608,08/28/2020 09:37:00 AM,08/28/2020 12:50:11 PM,08/28/2020 12:50:11 PM,Closed,Case Resolved - Pickup completed.,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"1812 MCALLISTER ST, SAN FRANCISCO, CA, 94115",MCALLISTER ST,5,Western Addition,PARK,37.777454376221,-122.441917419434,"(37.77745438, -122.44191742)",Phone,,97,7,11,18,11,15,8,29490,5,16,16,,97,,11,,,,,,,1,,,,,97
12310447,04/10/2020 11:27:00 AM,04/11/2020 01:54:00 PM,04/11/2020 01:54:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"675 LEAVENWORTH ST, SAN FRANCISCO, CA, 94109",LEAVENWORTH ST,6,Lower Nob Hill,CENTRAL,37.787207192413,-122.414865347956,"(37.78720719, -122.41486535)",Mobile/Open311,,50,6,3,36,10,5,1,28858,1,36,36,,50,,3,,,,,,,2,,,,,50
12310459,04/10/2020 11:30:00 AM,04/11/2020 03:08:12 PM,04/11/2020 03:08:12 PM,Closed,"Case Resolved - Thank you for your report. During the shelter-in-place.  Graffiti Inspection Requests on Private Property are not considered an essential function.  As a result, we will defer this inspection until the shelter-in-place has been lifted.  Thank you.",DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Offensive,"906 GENEVA AVE, SAN FRANCISCO, CA, 94112",GENEVA AVE,11,Crocker Amazon,INGLESIDE,37.716192028425,-122.440910166855,"(37.71619203, -122.44091017)",Mobile/Open311,,58,9,1,7,6,9,4,28861,7,5,5,4,58,,1,4,,,4,,,2,,,,,58
